POST Name,POST Type,Server Timestamp,Client Timestamp,Stop Number,Descriptor
LIC Robot V1.0,Robot POST,1743712685.8197541,1743712686,0,arrive
LIC Robot V1.0,Robot POST,1743712698.3322332,1743712699,0,depart
LIC Robot V1.0,Robot POST,1743712701.4016724,1743712702,1,arrive
LIC Robot V1.0,Robot POST,1743712713.471353,1743712714,1,depart
LIC Robot V1.0,Robot POST,1743712716.344566,1743712717,2,arrive
LIC Robot V1.0,Robot POST,1743712728.4336317,1743712729,2,depart
LIC Robot V1.0,Robot POST,1743712732.130367,1743712732,3,arrive
N/A,LIC Trigger POST,1743712733.148714,1743712729.97,3,N/A,
LIC Robot V1.0,Robot POST,1743712744.7277033,1743712745,3,depart
N/A,LIC Trigger POST,1743712746.954637,1743712743.94,3,N/A,
LIC Robot V1.0,Robot POST,1743712748.0966568,1743712749,4,arrive
LIC Robot V1.0,Robot POST,1743712760.3979094,1743712761,4,depart
LIC Robot V1.0,Robot POST,1743712763.546034,1743712764,5,arrive
N/A,LIC Trigger POST,1743712764.565733,1743712761.45,3,N/A,
LIC Robot V1.0,Robot POST,1743712776.058958,1743712776,5,depart
N/A,LIC Trigger POST,1743712778.4953334,1743712775.4,3,N/A,
LIC Robot V1.0,Robot POST,1743712779.3312511,1743712780,6,arrive
LIC Robot V1.0,Robot POST,1743712791.727336,1743712792,6,depart
LIC Robot V1.0,Robot POST,1743712795.5125878,1743712796,7,arrive
N/A,LIC Trigger POST,1743712796.0144439,1743712792.84,3,N/A,
LIC Robot V1.0,Robot POST,1743712807.704517,1743712808,7,depart
LIC Robot V1.0,Robot POST,1743712810.864521,1743712811,8,arrive
LIC Robot V1.0,Robot POST,1743712823.3632627,1743712824,8,depart
LIC Robot V1.0,Robot POST,1743712826.4455528,1743712827,9,arrive
LIC Robot V1.0,Robot POST,1743712839.0277936,1743712839,9,depart
LIC Robot V1.0,Robot POST,1743712842.0863903,1743712843,10,arrive
LIC Robot V1.0,Robot POST,1743712854.386525,1743712855,10,depart
LIC Robot V1.0,Robot POST,1743712857.4603224,1743712858,R,arrive
LIC Robot V1.0,Robot POST,1743712873.1324584,1743712873,R,depart
LIC Robot V1.0,Robot POST,1743712878.6555383,1743712879,R,arrive
LIC Robot V1.0,Robot POST,1743712894.026251,1743712894,R,depart
LIC Robot V1.0,Robot POST,1743712897.099308,1743712898,11,arrive
LIC Robot V1.0,Robot POST,1743712909.6901631,1743712910,11,depart
LIC Robot V1.0,Robot POST,1743712912.4470623,1743712913,12,arrive
LIC Robot V1.0,Robot POST,1743712925.0461385,1743712925,12,depart
LIC Robot V1.0,Robot POST,1743712928.0008578,1743712929,13,arrive
LIC Robot V1.0,Robot POST,1743712940.406212,1743712941,13,depart
N/A,LIC Trigger POST,1743712943.1620252,1743712939.71,3,N/A,
LIC Robot V1.0,Robot POST,1743712943.2751727,1743712944,14,arrive
N/A,LIC Trigger POST,1743712950.010732,1743712946.7,3,N/A,
LIC Robot V1.0,Robot POST,1743712955.4752269,1743712956,14,depart
N/A,LIC Trigger POST,1743712956.9867165,1743712953.7,3,N/A,
LIC Robot V1.0,Robot POST,1743712958.7204485,1743712959,15,arrive
N/A,LIC Trigger POST,1743712963.9377158,1743712960.66,3,N/A,
LIC Robot V1.0,Robot POST,1743712971.14112,1743712971,15,depart
LIC Robot V1.0,Robot POST,1743712974.2898288,1743712975,16,arrive
N/A,LIC Trigger POST,1743712974.493593,1743712971.18,3,N/A,
LIC Robot V1.0,Robot POST,1743712986.3869846,1743712987,16,depart
N/A,LIC Trigger POST,1743712988.5216138,1743712985.19,3,N/A,
LIC Robot V1.0,Robot POST,1743712989.2407565,1743712990,17,arrive
LIC Robot V1.0,Robot POST,1743713001.552946,1743713002,17,depart
LIC Robot V1.0,Robot POST,1743713004.9094882,1743713006,18,arrive
LIC Robot V1.0,Robot POST,1743713017.1056128,1743713018,18,depart
LIC Robot V1.0,Robot POST,1743713019.966238,1743713020,19,arrive
LIC Robot V1.0,Robot POST,1743713032.5719156,1743713033,19,depart
LIC Robot V1.0,Robot POST,1743713035.342869,1743713036,20,arrive
LIC Robot V1.0,Robot POST,1743713047.9341376,1743713048,20,depart
LIC Robot V1.0,Robot POST,1743713050.6894994,1743713051,L,arrive
LIC Robot V1.0,Robot POST,1743713066.6753008,1743713067,L,depart
LIC Robot V1.0,Robot POST,1743713072.0010428,1743713073,L,arrive
LIC Robot V1.0,Robot POST,1743713087.5584564,1743713088,L,depart
LIC Robot V1.0,Robot POST,1743713090.220094,1743713091,21,arrive
LIC Robot V1.0,Robot POST,1743713103.2393575,1743713103,21,depart
LIC Robot V1.0,Robot POST,1743713106.9142094,1743713107,22,arrive
LIC Robot V1.0,Robot POST,1743713119.5203905,1743713120,22,depart
LIC Robot V1.0,Robot POST,1743713122.9026258,1743713123,23,arrive
LIC Robot V1.0,Robot POST,1743713135.79825,1743713136,23,depart
N/A,LIC Trigger POST,1743713139.1590576,1743713135.46,3,N/A,
LIC Robot V1.0,Robot POST,1743713139.1817715,1743713140,24,arrive
LIC Robot V1.0,Robot POST,1743713152.0843658,1743713152,24,depart
LIC Robot V1.0,Robot POST,1743713155.0315468,1743713156,25,arrive
